team,no,name,birth,height,weight,throw,bat,position,note
読売ジャイアンツ,95,笹原　操希,2004.02.09,180,86,右,右,外野手,6/25 育成選手から支配下選手へ移行
読売ジャイアンツ,96,三塚　琉生,2004.05.10,182,93,左,左,外野手,
阪神タイガース,13,岩崎　優,1991.06.19,185,92,左,左,投手,
阪神タイガース,14,岩貞　祐太,1991.09.05,183,86,左,左,投手,
阪神タイガース,16,西　勇輝,1990.11.10,181,83,右,右,投手,
阪神タイガース,18,伊原　陵人,2000.08.07,170,75,左,左,投手,
阪神タイガース,19,下村　海翔,2002.03.27,174,70,右,右,投手,
阪神タイガース,21,大竹　耕太郎,1995.06.29,184,87,左,左,投手,
阪神タイガース,26,椎葉　剛,2002.03.18,183,92,右,右,投手,
阪神タイガース,27,伊藤　将司,1996.05.08,179,83,左,左,投手,
阪神タイガース,28,今朝丸　裕喜,2006.06.02,188,75,右,右,投手,
阪神タイガース,29,髙橋　遥人,1995.11.07,181,82,左,左,投手,
阪神タイガース,30,門別　啓人,2004.07.10,183,86,左,左,投手,
阪神タイガース,35,才木　浩人,1998.11.07,189,90,右,右,投手,
阪神タイガース,36,畠　世周,1994.05.31,186,94,右,左,投手,
阪神タイガース,37,及川　雅貴,2001.04.18,184,86,左,左,投手,
阪神タイガース,41,村上　頌樹,1998.06.25,175,84,右,左,投手,
阪神タイガース,42,ルーカス,1996.09.23,191,94,左,左,投手,
阪神タイガース,44,早瀬　朔,2007.08.30,185,79,右,左,投手,
阪神タイガース,46,ラグズデール,1998.05.25,203,106,右,右,投手,
阪神タイガース,47,桐敷　拓馬,1999.06.20,179,92,左,左,投手,
阪神タイガース,48,茨木　秀俊,2004.06.08,183,87,右,右,投手,
阪神タイガース,49,工藤　泰成,2001.11.19,177,82,右,左,投手,
阪神タイガース,50,富田　蓮,2001.09.06,176,78,左,左,投手,
阪神タイガース,51,早川　太貴,1999.12.18,186,93,右,右,投手,
阪神タイガース,54,木下　里都,2001.01.27,183,89,右,右,投手,
阪神タイガース,55,能登　嵩都,2001.09.29,184,88,右,右,投手,
阪神タイガース,63,石黒　佑弥,2001.06.20,180,86,右,右,投手,
阪神タイガース,64,岡留　英貴,1999.11.07,181,96,右,右,投手,
阪神タイガース,65,湯浅　京己,1999.07.17,183,86,右,右,投手,
阪神タイガース,66,津田　淳哉,2001.08.27,179,82,右,右,投手,
阪神タイガース,69,石井　大智,1997.07.29,175,79,右,右,投手,
阪神タイガース,95,神宮　僚介,2003.05.27,178,81,右,右,投手,7/3 育成選手から支配下選手へ移行
阪神タイガース,97,セベリーノ,1994.09.17,178,86,左,左,投手,7/3 支配下選手登録
阪神タイガース,98,ドリス,1988.01.10,196,106,右,右,投手,
阪神タイガース,99,モレッタ,1996.04.15,188,102,右,右,投手,
阪神タイガース,2,梅野　隆太郎,1991.06.17,173,75,右,右,捕手,
阪神タイガース,12,坂本　誠志郎,1993.11.10,176,79,右,右,捕手,
阪神タイガース,17,伏見　寅威,1990.05.12,182,89,右,右,捕手,
阪神タイガース,39,榮枝　裕貴,1998.05.16,180,84,右,右,捕手,
阪神タイガース,43,町田　隼乙,2003.04.03,186,86,右,右,捕手,
阪神タイガース,57,長坂　拳弥,1994.04.28,173,84,右,右,捕手,
阪神タイガース,59,藤田　健斗,2001.10.18,173,78,右,右,捕手,
阪神タイガース,68,中川　勇斗,2004.01.27,172,76,右,右,捕手,
阪神タイガース,85,嶋村　麟士朗,2003.07.13,177,90,右,左,捕手,3/11 育成選手から支配下選手へ移行
阪神タイガース,00,元山　飛優,1998.12.04,181,82,右,左,内野手,
阪神タイガース,0,木浪　聖也,1994.06.15,179,81,右,左,内野手,
阪神タイガース,3,大山　悠輔,1994.12.19,181,96,右,右,内野手,
阪神タイガース,4,熊谷　敬宥,1995.11.10,175,69,右,右,内野手,
阪神タイガース,7,中野　拓夢,1996.06.28,172,68,右,左,内野手,
阪神タイガース,8,佐藤　輝明,1999.03.13,187,96,右,左,内野手,
阪神タイガース,9,立石　正広,2003.11.01,180,87,右,右,内野手,
阪神タイガース,24,ディベイニー,1997.04.13,185,88,右,右,内野手,
阪神タイガース,25,谷端　将伍,2004.03.17,178,80,右,右,内野手,
阪神タイガース,33,糸原　健斗,1992.11.11,175,80,右,左,内野手,
阪神タイガース,38,小幡　竜平,2000.09.21,184,78,右,左,内野手,
阪神タイガース,45,佐野　大陽,2002.02.14,178,79,右,右,内野手,
阪神タイガース,52,山田　脩也,2005.08.20,177,72,右,右,内野手,
阪神タイガース,56,百﨑　蒼生,2005.09.11,179,77,右,右,内野手,
阪神タイガース,62,植田　海,1996.04.19,175,69,右,左右,内野手,
阪神タイガース,67,髙寺　望夢,2002.10.17,178,78,右,左,内野手,
阪神タイガース,1,森下　翔太,2000.08.14,182,93,右,右,外野手,
阪神タイガース,5,近本　光司,1994.11.09,171,71,左,左,外野手,
阪神タイガース,32,濱田　太貴,2000.09.04,177,81,右,右,外野手,
阪神タイガース,34,岡城　快生,2003.06.23,183,83,右,右,外野手,
阪神タイガース,40,井坪　陽生,2005.03.17,177,89,右,右,外野手,
阪神タイガース,53,島田　海吏,1996.02.06,176,74,右,左,外野手,
阪神タイガース,58,前川　右京,2003.05.18,176,92,左,左,外野手,
阪神タイガース,60,小野寺　暖,1998.03.17,183,81,右,右,外野手,
阪神タイガース,61,豊田　寛,1997.04.28,178,87,右,右,外野手,
阪神タイガース,92,福島　圭音,2001.10.06,171,69,右,左,外野手,3/30 育成選手から支配下選手へ移行
阪神タイガース,94,ガルシア,1998.01.07,188,107,右,右,外野手,7/21 支配下選手登録
広島東洋カープ,11,齊藤　汰直,2003.12.07,183,90,右,右,投手,
広島東洋カープ,13,森浦　大輔,1998.06.15,175,78,左,左,投手,
広島東洋カープ,14,大瀬良　大地,1991.06.17,188,94,右,右,投手,
広島東洋カープ,16,森　翔平,1998.01.01,177,86,左,左,投手,
広島東洋カープ,17,常廣　羽也斗,2001.09.18,180,82,右,右,投手,
広島東洋カープ,18,森下　暢仁,1997.08.25,181,81,右,右,投手,
広島東洋カープ,19,床田　寛樹,1995.03.01,181,94,左,左,投手,
広島東洋カープ,20,栗林　良吏,1996.07.09,177,88,右,右,投手,
広島東洋カープ,21,中﨑　翔太,1992.08.10,187,101,右,右,投手,
広島東洋カープ,22,髙　太一,2001.07.26,179,89,左,左,投手,
広島東洋カープ,24,黒原　拓未,1999.11.29,173,83,左,左,投手,
広島東洋カープ,26,益田　武尚,1998.10.06,174,86,右,右,投手,
広島東洋カープ,28,佐藤　柳之介,2002.11.01,179,88,左,左,投手,
広島東洋カープ,29,ケムナ　誠,1995.06.05,190,98,右,右,投手,
広島東洋カープ,30,滝田　一希,2001.12.28,183,89,左,左,投手,
広島東洋カープ,34,高橋　昂也,1998.09.27,182,91,左,左,投手,
広島東洋カープ,35,工藤　泰己,2003.09.29,175,87,右,右,投手,
広島東洋カープ,36,塹江　敦哉,1997.02.21,178,89,左,左,投手,
広島東洋カープ,38,赤木　晴哉,2003.10.05,191,86,右,右,投手,
広島東洋カープ,39,長谷部　銀次,1998.07.29,184,90,左,左,投手,
広島東洋カープ,41,鈴木　健矢,1997.12.11,176,80,右,左,投手,
広島東洋カープ,42,ターノック,1998.11.24,193,105,右,右,投手,
広島東洋カープ,43,島内　颯太郎,1996.10.14,180,84,右,右,投手,
広島東洋カープ,45,松本　竜也,1999.09.18,178,100,右,右,投手,
広島東洋カープ,46,髙木　快大,2004.03.19,180,80,右,右,投手,
広島東洋カープ,47,斉藤　優汰,2004.05.27,189,99,右,左,投手,
広島東洋カープ,48,アドゥワ　誠,1998.10.02,196,80,右,右,投手,
広島東洋カープ,50,杉田　健,2001.08.28,188,85,右,右,投手,7/21 育成選手から支配下選手へ移行
広島東洋カープ,53,岡本　駿,2002.06.12,186,89,右,左,投手,
広島東洋カープ,65,玉村　昇悟,2001.04.16,179,89,左,左,投手,
広島東洋カープ,66,遠藤　淳志,1999.04.08,186,90,右,右,投手,
広島東洋カープ,67,菊地　ハルン,2007.01.21,200,117,右,右,投手,
広島東洋カープ,68,ハーン,1994.08.30,198,118,左,左,投手,
広島東洋カープ,70,日髙　暖己,2004.09.16,183,75,右,左,投手,
広島東洋カープ,98,辻　大雅,2004.08.29,182,88,左,左,投手,
広島東洋カープ,27,會澤　翼,1988.04.13,175,95,右,右,捕手,
広島東洋カープ,31,坂倉　将吾,1998.05.29,177,91,右,左,捕手,
広島東洋カープ,32,石原　貴規,1998.02.03,173,88,右,右,捕手,
広島東洋カープ,57,持丸　泰輝,2001.10.26,177,91,右,左,捕手,
広島東洋カープ,62,清水　叶人,2004.07.06,176,92,右,左,捕手,
広島東洋カープ,64,髙木　翔斗,2003.08.12,188,93,右,右,捕手,
広島東洋カープ,0,勝田　成,2003.06.21,163,70,右,左,内野手,
広島東洋カープ,4,矢野　雅哉,1998.12.16,171,72,右,左,内野手,
広島東洋カープ,5,小園　海斗,2000.06.07,178,92,右,左,内野手,
広島東洋カープ,7,堂林　翔太,1991.08.17,184,94,右,右,内野手,
広島東洋カープ,10,佐々木　泰,2002.12.24,178,86,右,右,内野手,
広島東洋カープ,33,菊池　涼介,1990.03.11,171,71,右,右,内野手,
広島東洋カープ,44,林　晃汰,2000.11.16,181,100,右,左,内野手,
広島東洋カープ,49,渡邉　悠斗,2002.07.07,182,100,右,右,内野手,
広島東洋カープ,54,西川　篤夢,2007.12.28,184,77,右,左,内野手,
広島東洋カープ,58,仲田　侑仁,2005.07.31,187,103,右,右,内野手,
広島東洋カープ,63,内田　湘大,2004.09.22,183,97,右,右,内野手,
広島東洋カープ,69,辰見　鴻之介,2000.11.24,176,67,右,右,内野手,
広島東洋カープ,93,前川　誠太,2003.04.04,176,66,右,右,内野手,
広島東洋カープ,94,佐藤　啓介,2001.05.24,182,93,右,左,内野手,
広島東洋カープ,95,モンテロ,1998.08.17,190,106,右,右,内野手,
広島東洋カープ,99,二俣　翔一,2002.10.21,180,78,右,右,内野手,
広島東洋カープ,9,秋山　翔吾,1988.04.16,186,86,右,左,外野手,
広島東洋カープ,37,野間　峻祥,1993.01.28,182,87,右,左,外野手,
広島東洋カープ,51,平川　蓮,2004.03.31,187,93,右,左右,外野手,
広島東洋カープ,52,末包　昇大,1996.05.27,188,108,右,右,外野手,
広島東洋カープ,56,久保　修,2000.09.29,181,83,右,右,外野手,
広島東洋カープ,59,大盛　穂,1996.08.31,179,84,右,左,外野手,
広島東洋カープ,60,田村　俊介,2003.08.25,178,95,左,左,外野手,
広島東洋カープ,61,ファビアン,1998.03.06,180,92,右,右,外野手,
広島東洋カープ,92,名原　典彦,2000.06.24,182,82,右,右,外野手,5/21 育成選手から支配下選手へ移行
広島東洋カープ,96,中村　奨成,1999.06.06,181,89,右,右,外野手,
広島東洋カープ,97,中村　貴浩,2000.04.09,177,87,右,左,外野手,
横浜DeNAベイスターズ,11,東　克樹,1995.11.29,170,80,左,左,投手,
横浜DeNAベイスターズ,12,竹田　祐,1999.07.05,184,96,右,右,投手,
横浜DeNAベイスターズ,13,伊勢　大夢,1998.03.07,183,94,右,右,投手,
横浜DeNAベイスターズ,14,石田　健大,1993.03.01,180,85,左,左,投手,
横浜DeNAベイスターズ,15,島田　舜也,2003.04.30,185,95,右,右,投手,
横浜DeNAベイスターズ,16,大貫　晋一,1994.02.03,181,76,右,右,投手,
横浜DeNAベイスターズ,18,小園　健太,2003.04.09,185,90,右,右,投手,
横浜DeNAベイスターズ,19,山﨑　康晃,1992.10.02,179,88,右,右,投手,
横浜DeNAベイスターズ,20,坂本　裕哉,1997.07.28,181,88,左,左,投手,
横浜DeNAベイスターズ,22,入江　大生,1998.08.26,187,90,右,右,投手,
横浜DeNAベイスターズ,24,吉野　光樹,1998.07.19,176,80,右,右,投手,
横浜DeNAベイスターズ,27,藤浪　晋太郎,1994.04.12,197,98,右,右,投手,
横浜DeNAベイスターズ,30,篠木　健太郎,2002.05.07,177,80,右,左,投手,
横浜DeNAベイスターズ,33,武田　陸玖,2005.06.06,173,78,左,左,投手,
横浜DeNAベイスターズ,35,橋本　達弥,2000.07.18,181,84,右,右,投手,
横浜DeNAベイスターズ,36,尾形　崇斗,1999.05.15,182,90,右,左,投手,5/13 ソフトバンクより移籍
横浜DeNAベイスターズ,38,松本　凌人,2001.12.05,185,92,右,右,投手,
横浜DeNAベイスターズ,39,若松　尚輝,2000.05.10,184,93,右,右,投手,
横浜DeNAベイスターズ,41,佐々木　千隼,1994.06.08,181,83,右,右,投手,
横浜DeNAベイスターズ,42,ビド,1995.10.18,190,79,右,右,投手,6/16 支配下選手登録
横浜DeNAベイスターズ,43,深沢　鳳介,2003.11.05,177,80,右,右,投手,
横浜DeNAベイスターズ,45,森原　康平,1991.12.26,185,88,右,左,投手,
横浜DeNAベイスターズ,46,坂口　翔颯,2002.09.12,180,84,右,右,投手,
横浜DeNAベイスターズ,47,片山　皓心,1998.10.31,175,84,左,左,投手,
横浜DeNAベイスターズ,49,ルイーズ,1994.10.21,185,111,右,右,投手,
横浜DeNAベイスターズ,52,浜地　真澄,1998.05.25,185,88,右,右,投手,7/10 育成選手から支配下選手へ移行
横浜DeNAベイスターズ,53,中川　颯,1998.10.10,184,80,右,左,投手,
横浜DeNAベイスターズ,54,石田　裕太郎,2002.01.22,180,80,右,右,投手,
横浜DeNAベイスターズ,59,平良　拳太郎,1995.07.12,180,80,右,右,投手,
横浜DeNAベイスターズ,62,レイノルズ,1998.04.19,203,113,右,左,投手,
横浜DeNAベイスターズ,64,中川　虎大,1999.10.02,178,85,右,右,投手,
横浜DeNAベイスターズ,65,宮城　滝太,2000.07.15,181,80,右,右,投手,
横浜DeNAベイスターズ,68,岩田　将貴,1998.06.16,178,81,左,左,投手,
横浜DeNAベイスターズ,92,堀岡　隼人,1998.09.11,183,87,右,右,投手,
横浜DeNAベイスターズ,93,庄司　陽斗,2001.05.31,184,93,左,左,投手,6/1 育成選手から支配下選手へ移行
横浜DeNAベイスターズ,96,馬場　皐輔,1995.05.18,180,97,右,右,投手,7/30 育成選手から支配下選手へ移行
横浜DeNAベイスターズ,98,マルセリーノ,2002.06.16,191,82,右,右,投手,
横浜DeNAベイスターズ,5,松尾　汐恩,2004.07.06,178,82,右,右,捕手,
横浜DeNAベイスターズ,10,戸柱　恭孝,1990.04.11,179,90,右,左,捕手,
横浜DeNAベイスターズ,32,益子　京右,2000.12.27,176,95,右,右,捕手,
横浜DeNAベイスターズ,57,東妻　純平,2001.07.03,174,83,右,右,捕手,
横浜DeNAベイスターズ,60,古市　尊,2002.06.15,176,74,右,右,捕手,
横浜DeNAベイスターズ,95,九鬼　隆平,1998.09.05,180,85,右,右,捕手,
横浜DeNAベイスターズ,00,林　琢真,2000.08.24,171,80,右,左,内野手,
横浜DeNAベイスターズ,2,牧　秀悟,1998.04.21,178,97,右,右,内野手,
横浜DeNAベイスターズ,3,小田　康一郎,2003.08.15,173,85,右,左,内野手,
横浜DeNAベイスターズ,6,森　敬斗,2002.01.28,177,80,右,左,内野手,
横浜DeNAベイスターズ,9,京田　陽太,1994.04.20,184,90,右,左,内野手,
横浜DeNAベイスターズ,25,筒香　嘉智,1991.11.26,185,97,右,左,内野手,
横浜DeNAベイスターズ,26,三森　大貴,1999.02.21,186,76,右,左,内野手,
横浜DeNAベイスターズ,31,柴田　竜拓,1993.12.16,167,68,右,左,内野手,
横浜DeNAベイスターズ,34,宮下　朝陽,2004.01.26,182,88,右,右,内野手,
横浜DeNAベイスターズ,37,加藤　響,2002.06.15,180,85,右,右,内野手,
横浜DeNAベイスターズ,40,井上　朋也,2003.01.28,182,91,右,右,内野手,5/13 ソフトバンクより移籍
横浜DeNAベイスターズ,44,石上　泰輝,2001.05.18,172,85,右,左,内野手,
横浜DeNAベイスターズ,48,成瀬　脩人,2001.05.23,175,75,右,右,内野手,
横浜DeNAベイスターズ,51,宮﨑　敏郎,1988.12.12,172,85,右,右,内野手,
横浜DeNAベイスターズ,56,田内　真翔,2007.03.06,177,81,右,右,内野手,
横浜DeNAベイスターズ,66,高見澤　郁魅,2006.01.18,183,85,右,左,内野手,7/30 育成選手から支配下選手へ移行
横浜DeNAベイスターズ,4,度会　隆輝,2002.10.04,183,83,右,左,外野手,
横浜DeNAベイスターズ,7,佐野　恵太,1994.11.28,178,88,右,左,外野手,
横浜DeNAベイスターズ,8,神里　和毅,1994.01.17,179,86,右,左,外野手,
横浜DeNAベイスターズ,28,勝又　温史,2000.05.22,180,90,右,左,外野手,
横浜DeNAベイスターズ,55,井上　絢登,2000.02.23,178,90,右,左,外野手,
横浜DeNAベイスターズ,58,梶原　昂希,1999.09.19,189,90,右,左,外野手,
横浜DeNAベイスターズ,61,蝦名　達夫,1997.09.20,185,93,右,右,外野手,
横浜DeNAベイスターズ,63,関根　大気,1995.06.28,173,78,左,左,外野手,
横浜DeNAベイスターズ,67,濱　将乃介,2000.05.03,181,83,右,左,外野手,
横浜DeNAベイスターズ,69,エンカーナシオン,1997.10.22,193,113,右,右,外野手,6/16 支配下選手登録
横浜DeNAベイスターズ,99,ヒュンメル,1994.11.28,175,89,右,左右,外野手,
