team,no,name,birth,height,weight,throw,bat,position,note
東京ヤクルトスワローズ,42,澤井　廉,2000.05.31,180,94,左,左,外野手,
東京ヤクルトスワローズ,63,増田　珠,1999.05.21,179,93,右,右,外野手,
東京ヤクルトスワローズ,64,岩田　幸宏,1997.07.31,175,79,左,左,外野手,
東京ヤクルトスワローズ,90,モンテル,2000.03.18,187,88,右,右,外野手,育成選手から支配下選手へ移行(5/22)
中日ドラゴンズ,11,中西　聖輝,2003.12.18,182,92,右,右,投手,
中日ドラゴンズ,13,橋本　侑樹,1998.01.08,180,80,左,左,投手,
中日ドラゴンズ,14,草加　勝,2001.11.21,182,77,右,右,投手,
中日ドラゴンズ,16,櫻井　頼之介,2003.07.21,175,68,右,右,投手,
中日ドラゴンズ,17,柳　裕也,1994.04.22,180,85,右,右,投手,
中日ドラゴンズ,19,髙橋　宏斗,2002.08.09,186,86,右,右,投手,
中日ドラゴンズ,20,涌井　秀章,1986.06.21,185,85,右,右,投手,
中日ドラゴンズ,21,金丸　夢斗,2003.02.01,177,78,左,左,投手,
中日ドラゴンズ,22,大野　雄大,1988.09.26,184,85,左,左,投手,
中日ドラゴンズ,26,仲地　礼亜,2001.02.15,177,83,右,右,投手,
中日ドラゴンズ,28,アブレウ,1995.09.26,188,94,右,左,投手,支配下選手登録(1/30)
中日ドラゴンズ,29,松木平　優太,2003.02.24,180,85,右,右,投手,
中日ドラゴンズ,30,根尾　昂,2000.04.19,177,85,右,左,投手,
中日ドラゴンズ,32,伊藤　茉央,2000.11.19,176,83,右,左,投手,
中日ドラゴンズ,33,杉浦　稔大,1992.02.25,190,90,右,右,投手,日本ハムより移籍(4/14)
中日ドラゴンズ,34,福　敬登,1992.06.16,181,98,左,左,投手,
中日ドラゴンズ,36,福田　幸之介,2005.08.11,182,88,左,左,投手,
中日ドラゴンズ,38,松葉　貴大,1990.08.14,179,82,左,左,投手,
中日ドラゴンズ,41,勝野　昌慶,1997.06.12,183,95,右,右,投手,
中日ドラゴンズ,46,梅野　雄吾,1999.01.13,177,90,右,右,投手,
中日ドラゴンズ,47,吉田　聖弥,2002.05.23,177,81,左,左,投手,
中日ドラゴンズ,50,清水　達也,1999.11.03,185,93,右,右,投手,
中日ドラゴンズ,52,篠﨑　国忠,2005.06.12,193,105,右,右,投手,
中日ドラゴンズ,53,宮内　春輝,1996.05.25,176,80,右,右,投手,日本ハムより移籍(7/6)・育成選手から支配下選手へ移行(7/16)
中日ドラゴンズ,54,藤嶋　健人,1998.05.08,177,90,右,右,投手,
中日ドラゴンズ,59,齋藤　綱記,1996.12.18,182,92,左,左,投手,
中日ドラゴンズ,61,高橋　幸佑,2006.12.31,178,87,左,左,投手,
中日ドラゴンズ,62,森　博人,1998.05.25,177,87,右,右,投手,育成選手から支配下選手へ移行(7/16)
中日ドラゴンズ,64,有馬　惠叶,2006.09.20,191,82,右,右,投手,
中日ドラゴンズ,68,牧野　憲伸,1999.09.19,181,91,左,左,投手,育成選手から支配下選手へ移行(3/23)
中日ドラゴンズ,69,三浦　瑞樹,1999.09.02,174,81,左,右,投手,
中日ドラゴンズ,70,近藤　廉,1998.09.22,180,93,左,左,投手,
中日ドラゴンズ,90,松山　晋也,2000.06.23,188,92,右,右,投手,
中日ドラゴンズ,91,メヒア,1997.03.03,193,104,右,右,投手,
中日ドラゴンズ,93,マラー,1997.10.07,201,118,左,右,投手,
中日ドラゴンズ,9,石伊　雄太,2000.08.18,178,84,右,右,捕手,
中日ドラゴンズ,35,木下　拓哉,1991.12.18,183,95,右,右,捕手,
中日ドラゴンズ,39,宇佐見　真吾,1993.06.04,181,95,右,左,捕手,
中日ドラゴンズ,43,味谷　大誠,2003.06.14,180,88,右,左,捕手,
中日ドラゴンズ,49,加藤　匠馬,1992.04.29,175,85,右,右,捕手,
中日ドラゴンズ,58,石橋　康太,2000.12.07,181,92,右,右,捕手,
中日ドラゴンズ,0,辻本　倫太郎,2001.08.11,168,75,右,右,内野手,
中日ドラゴンズ,2,田中　幹也,2000.11.28,166,68,右,右,内野手,
中日ドラゴンズ,3,高橋　周平,1994.01.18,180,90,右,左,内野手,
中日ドラゴンズ,4,カリステ,1992.02.03,184,87,右,右,内野手,
中日ドラゴンズ,5,村松　開人,2001.01.06,172,80,右,左,内野手,
中日ドラゴンズ,7,福永　裕基,1996.09.16,180,87,右,右,内野手,
中日ドラゴンズ,23,サノー,1993.05.11,196,126,右,右,内野手,支配下選手登録(1/30)
中日ドラゴンズ,25,石川　昂弥,2001.06.22,186,100,右,右,内野手,
中日ドラゴンズ,31,森　駿太,2006.12.25,188,93,右,左,内野手,
中日ドラゴンズ,45,土田　龍空,2002.12.30,180,80,右,左,内野手,
中日ドラゴンズ,48,阿部　寿樹,1989.12.03,185,92,右,右,内野手,
中日ドラゴンズ,56,新保　茉良,2003.11.29,183,76,右,左,内野手,
中日ドラゴンズ,60,山本　泰寛,1993.10.10,176,76,右,右,内野手,
中日ドラゴンズ,63,板山　祐太郎,1994.03.27,180,88,右,左,内野手,
中日ドラゴンズ,65,知野　直人,1999.02.16,182,85,右,右,内野手,
中日ドラゴンズ,95,ロドリゲス,2002.03.31,189,90,右,右,内野手,
中日ドラゴンズ,97,樋口　正修,1998.11.17,177,76,右,左,内野手,
中日ドラゴンズ,00,尾田　剛樹,2000.08.03,175,77,左,左,外野手,
中日ドラゴンズ,1,岡林　勇希,2002.02.22,175,75,右,左,外野手,
中日ドラゴンズ,8,大島　洋平,1985.11.09,176,75,左,左,外野手,
中日ドラゴンズ,24,ボスラー,1993.09.06,186,98,右,左,外野手,
中日ドラゴンズ,40,福元　悠真,1999.12.01,180,85,右,右,外野手,育成選手から支配下選手へ移行(7/31)
中日ドラゴンズ,42,ブライト　健太,1999.05.07,184,92,右,右,外野手,
中日ドラゴンズ,44,川越　誠司,1993.06.30,174,80,左,左,外野手,
中日ドラゴンズ,51,上林　誠知,1995.08.01,185,90,右,左,外野手,
中日ドラゴンズ,55,細川　成也,1998.08.04,179,98,右,右,外野手,
中日ドラゴンズ,57,花田　旭,2003.04.23,187,87,右,右,外野手,
中日ドラゴンズ,66,鵜飼　航丞,1999.05.30,183,100,右,右,外野手,
中日ドラゴンズ,67,能戸　輝夢,2007.05.15,184,82,右,左,外野手,
福岡ソフトバンクホークス,2,スチュワート・ジュニア,1999.11.02,198,101,右,右,投手,
福岡ソフトバンクホークス,10,上沢　直之,1994.02.06,188,89,右,右,投手,
福岡ソフトバンクホークス,11,津森　宥紀,1998.01.21,176,86,右,右,投手,
福岡ソフトバンクホークス,13,稲川　竜汰,2004.02.25,184,90,右,右,投手,
福岡ソフトバンクホークス,14,ラトリッジ,1999.04.01,203,109,右,右,投手,支配下選手登録(7/30)
福岡ソフトバンクホークス,16,東浜　巨,1990.06.20,182,81,右,右,投手,
福岡ソフトバンクホークス,17,張　峻ウェイ,2005.11.14,179,82,右,右,投手,育成選手から支配下選手へ移行(7/30)
福岡ソフトバンクホークス,18,徐　若熙,2000.11.01,180,76,右,右,投手,
福岡ソフトバンクホークス,19,大津　亮介,1999.01.13,175,67,右,左,投手,
福岡ソフトバンクホークス,20,村上　泰斗,2007.02.20,179,76,右,左右,投手,
福岡ソフトバンクホークス,22,藤原　大翔,2005.12.26,177,73,右,右,投手,育成選手から支配下選手へ移行(5/8)
福岡ソフトバンクホークス,26,鈴木　豪太,2003.08.31,175,86,右,右,投手,
福岡ソフトバンクホークス,27,岩井　俊介,2001.07.30,181,93,右,右,投手,
福岡ソフトバンクホークス,28,安德　駿,2002.05.18,177,83,右,右,投手,
福岡ソフトバンクホークス,29,大江　竜聖,1999.01.15,173,79,左,左,投手,
福岡ソフトバンクホークス,30,中村　稔弥,1996.07.08,178,84,左,左,投手,
福岡ソフトバンクホークス,34,アルメンタ,2004.06.26,185,79,左,左,投手,育成選手から支配下選手へ移行(5/25)
福岡ソフトバンクホークス,35,モイネロ,1995.12.08,178,69,左,左,投手,
福岡ソフトバンクホークス,40,杉山　一樹,1997.12.07,192,106,右,右,投手,
福岡ソフトバンクホークス,41,前田　悠伍,2005.08.04,180,86,左,左,投手,
福岡ソフトバンクホークス,42,伊藤　優輔,1997.01.14,179,78,右,右,投手,
福岡ソフトバンクホークス,43,北斗,2004.03.10,180,83,右,右,投手,育成選手から支配下選手へ移行(7/2)
福岡ソフトバンクホークス,47,大関　友久,1997.12.14,185,84,左,左,投手,
福岡ソフトバンクホークス,48,藤井　皓哉,1996.07.29,183,87,右,左,投手,
福岡ソフトバンクホークス,49,松本　晴,2001.02.24,181,90,左,左,投手,
福岡ソフトバンクホークス,50,相良　雅斗,2003.09.24,182,73,右,右,投手,
福岡ソフトバンクホークス,51,前田　純,2000.06.04,189,96,左,左,投手,
福岡ソフトバンクホークス,53,大山　凌,2002.03.27,179,82,右,右,投手,
福岡ソフトバンクホークス,54,オスナ,1995.02.07,188,104,右,右,投手,
福岡ソフトバンクホークス,58,木村　大成,2003.09.12,180,83,左,左,投手,
福岡ソフトバンクホークス,59,大竹　風雅,1999.08.22,186,90,右,左,投手,育成選手から支配下選手へ移行(4/18)
福岡ソフトバンクホークス,60,大野　稼頭央,2004.08.06,176,68,左,左,投手,
福岡ソフトバンクホークス,63,ヘルナンデス,1996.12.17,188,115,左,左,投手,
福岡ソフトバンクホークス,64,上茶谷　大河,1996.08.31,181,89,右,右,投手,
福岡ソフトバンクホークス,66,松本　裕樹,1996.04.14,182,84,右,左,投手,
福岡ソフトバンクホークス,68,木村　光,2000.07.02,173,77,右,左,投手,
福岡ソフトバンクホークス,69,岩崎　峻典,2003.03.11,177,85,右,右,投手,
福岡ソフトバンクホークス,85,ロドリゲス,2001.08.18,182,90,右,右,投手,育成選手から支配下選手へ移行(7/30)
福岡ソフトバンクホークス,95,小林　樹斗,2003.01.16,182,87,右,右,投手,育成選手登録(5/22)後、育成選手から支配下選手へ移行(7/30)
福岡ソフトバンクホークス,00,渡邉　陸,2000.09.24,187,88,右,左,捕手,
福岡ソフトバンクホークス,12,嶺井　博希,1991.06.04,176,87,右,右,捕手,
福岡ソフトバンクホークス,39,山本　祐大,1998.09.11,180,87,右,右,捕手,DeNAより移籍(5/13)
福岡ソフトバンクホークス,45,谷川原　健太,1997.04.16,174,89,右,左,捕手,
福岡ソフトバンクホークス,55,石塚　綜一郎,2001.06.07,182,92,右,右,捕手,
福岡ソフトバンクホークス,62,海野　隆司,1997.07.15,174,84,右,右,捕手,
福岡ソフトバンクホークス,65,藤田　悠太郎,2005.06.03,170,78,右,右,捕手,
福岡ソフトバンクホークス,0,川瀬　晃,1997.09.15,176,73,右,左,内野手,
福岡ソフトバンクホークス,4,ダウンズ,1998.07.27,178,89,右,右,内野手,
福岡ソフトバンクホークス,5,山川　穂高,1991.11.23,176,112,右,右,内野手,
福岡ソフトバンクホークス,6,今宮　健太,1991.07.15,172,76,右,右,内野手,
福岡ソフトバンクホークス,7,中村　晃,1989.11.05,175,81,左,左,内野手,
福岡ソフトバンクホークス,8,牧原　大成,1992.10.15,172,74,右,左,内野手,
福岡ソフトバンクホークス,24,栗原　陵矢,1996.07.04,178,84,右,左,内野手,
福岡ソフトバンクホークス,25,庄子　雄大,2002.10.02,176,74,右,左,内野手,
福岡ソフトバンクホークス,33,廣瀨　隆太,2001.04.07,181,88,右,右,内野手,
福岡ソフトバンクホークス,36,イヒネ　イツア,2004.09.02,186,83,右,左,内野手,
福岡ソフトバンクホークス,43,井上　朋也,2003.01.28,182,91,右,右,内野手,DeNAへ移籍(5/13)
福岡ソフトバンクホークス,46,宇野　真仁朗,2006.07.05,178,85,右,右,内野手,
福岡ソフトバンクホークス,52,秋広　優人,2002.09.17,201,107,右,左,内野手,
福岡ソフトバンクホークス,56,髙橋　隆慶,2001.12.21,186,93,右,右,内野手,
福岡ソフトバンクホークス,67,石見　颯真,2006.06.10,176,75,右,左,内野手,
福岡ソフトバンクホークス,99,野村　勇,1996.12.01,174,84,右,右,内野手,
福岡ソフトバンクホークス,3,近藤　健介,1993.08.09,171,87,右,左,外野手,
福岡ソフトバンクホークス,9,柳田　悠岐,1988.10.09,187,91,右,左,外野手,
福岡ソフトバンクホークス,23,周東　佑京,1996.02.10,180,74,右,左,外野手,
福岡ソフトバンクホークス,31,正木　智也,1999.11.05,182,89,右,右,外野手,
福岡ソフトバンクホークス,32,柳町　達,1997.04.20,180,78,右,左,外野手,
福岡ソフトバンクホークス,44,笹川　吉康,2002.05.31,194,96,左,左,外野手,
福岡ソフトバンクホークス,57,緒方　理貢,1998.09.22,175,71,右,左,外野手,
福岡ソフトバンクホークス,61,川村　友斗,1999.08.13,182,90,右,左,外野手,
福岡ソフトバンクホークス,77,山本　恵大,1999.08.06,182,89,右,左,外野手,
オリックス・バファローズ,00,エスピノーザ,1998.03.09,183,86,右,右,投手,
オリックス・バファローズ,11,山下　舜平大,2002.07.16,190,100,右,右,投手,
オリックス・バファローズ,12,東　晃平,1999.12.14,178,90,右,右,投手,
オリックス・バファローズ,13,寺西　成騎,2002.10.18,186,85,右,右,投手,
オリックス・バファローズ,15,椋木　蓮,2000.01.22,179,86,右,右,投手,
オリックス・バファローズ,16,平野　佳寿,1984.03.08,186,90,右,右,投手,
オリックス・バファローズ,17,曽谷　龍平,2000.11.30,183,83,左,左,投手,
オリックス・バファローズ,18,宮城　大弥,2001.08.25,171,85,左,左,投手,
オリックス・バファローズ,19,山岡　泰輔,1995.09.22,172,68,右,左,投手,
オリックス・バファローズ,20,阿部　翔太,1992.11.03,178,80,右,左,投手,
オリックス・バファローズ,21,山﨑　颯一郎,1998.06.15,190,93,右,右,投手,
オリックス・バファローズ,22,九里　亜蓮,1991.09.01,188,98,右,右,投手,
オリックス・バファローズ,23,吉田　輝星,2001.01.12,175,83,右,右,投手,
オリックス・バファローズ,26,齋藤　響介,2004.11.18,178,77,右,右,投手,
オリックス・バファローズ,28,富山　凌雅,1997.05.03,178,88,左,左,投手,
オリックス・バファローズ,29,田嶋　大樹,1996.08.03,182,82,左,左,投手,
オリックス・バファローズ,31,藤川　敦也,2007.10.23,183,93,右,右,投手,
オリックス・バファローズ,35,古田島　成龍,1999.06.29,175,85,右,右,投手,
オリックス・バファローズ,36,森　陽樹,2007.08.01,190,90,右,左,投手,
オリックス・バファローズ,40,岩嵜　翔,1989.10.21,189,98,右,右,投手,
オリックス・バファローズ,41,佐藤　龍月,2007.07.13,173,75,左,左,投手,
オリックス・バファローズ,42,マチャド,1993.04.22,185,105,右,右,投手,
オリックス・バファローズ,43,髙谷　舟,2003.07.27,178,83,右,右,投手,
オリックス・バファローズ,46,本田　仁海,1999.07.27,181,74,右,左,投手,育成選手から支配下選手へ移行(7/30)
オリックス・バファローズ,47,山口　廉王,2006.05.14,193,97,右,右,投手,
オリックス・バファローズ,48,東松　快征,2005.04.29,179,86,左,左,投手,
オリックス・バファローズ,49,片山　楽生,2002.10.07,177,81,右,左,投手,
オリックス・バファローズ,52,横山　楓,1997.12.28,181,91,右,左右,投手,
オリックス・バファローズ,54,東山　玲士,2000.05.05,180,83,右,右,投手,育成選手から支配下選手へ移行(7/30)
オリックス・バファローズ,57,山田　修義,1991.09.19,185,95,左,左,投手,
オリックス・バファローズ,59,ペルドモ,1993.05.09,188,84,右,右,投手,
オリックス・バファローズ,65,宮國　凌空,2005.08.07,176,86,右,右,投手,育成選手から支配下選手へ移行(5/7)
オリックス・バファローズ,66,博志,1997.03.22,182,95,右,右,投手,
オリックス・バファローズ,68,入山　海斗,2000.05.26,177,78,右,右,投手,
オリックス・バファローズ,69,ジェリー,1997.05.07,213,113,右,右,投手,
オリックス・バファローズ,92,陳　睦衡,2006.03.23,181,84,右,左,投手,育成選手から支配下選手へ移行(7/30)
オリックス・バファローズ,93,佐藤　一磨,2001.04.16,190,97,左,左,投手,
オリックス・バファローズ,94,川瀬　堅斗,2002.06.18,183,93,右,右,投手,
オリックス・バファローズ,95,才木　海翔,2000.06.10,182,86,右,右,投手,
オリックス・バファローズ,96,髙島　泰都,1999.12.03,181,88,右,右,投手,
オリックス・バファローズ,98,権田　琉成,2000.01.28,180,90,右,右,投手,
オリックス・バファローズ,2,若月　健矢,1995.10.04,180,88,右,右,捕手,
オリックス・バファローズ,4,森　友哉,1995.08.08,170,85,右,左,捕手,
オリックス・バファローズ,32,福永　奨,1999.07.28,175,87,右,右,捕手,
オリックス・バファローズ,37,石川　亮,1995.07.20,181,87,右,右,捕手,
オリックス・バファローズ,44,頓宮　裕真,1996.11.17,182,103,右,右,捕手,
オリックス・バファローズ,50,山中　稜真,2000.12.14,178,83,右,左,捕手,
オリックス・バファローズ,60,野上　士耀,2007.05.23,170,80,右,右,捕手,
オリックス・バファローズ,62,堀　柊那,2005.07.16,179,82,右,右,捕手,
オリックス・バファローズ,1,太田　椋,2001.02.14,181,84,右,右,内野手,
オリックス・バファローズ,5,西野　真弘,1990.08.02,167,71,右,左,内野手,
オリックス・バファローズ,6,宗　佑磨,1996.06.07,181,83,右,左,内野手,
オリックス・バファローズ,9,野口　智哉,1999.09.20,181,95,右,左,内野手,
オリックス・バファローズ,10,大城　滉二,1993.06.14,175,80,右,右,内野手,
オリックス・バファローズ,24,紅林　弘太郎,2002.02.07,188,95,右,右,内野手,
オリックス・バファローズ,25,内藤　鵬,2004.10.05,180,103,右,右,内野手,
オリックス・バファローズ,30,廣岡　大志,1997.04.09,185,92,右,右,内野手,
オリックス・バファローズ,34,横山　聖哉,2005.10.28,181,86,右,左,内野手,
オリックス・バファローズ,45,シーモア,1998.10.07,191,113,右,左,内野手,
オリックス・バファローズ,53,宜保　翔,2000.11.26,175,75,右,左,内野手,育成選手から支配下選手へ移行(4/30)
オリックス・バファローズ,67,中川　圭太,1996.04.12,180,76,右,右,内野手,
オリックス・バファローズ,0,渡部　遼人,1999.09.02,171,72,左,左,外野手,
オリックス・バファローズ,7,西川　龍馬,1994.12.10,178,83,右,左,外野手,
オリックス・バファローズ,8,麦谷　祐介,2002.07.27,180,81,右,左,外野手,
オリックス・バファローズ,33,杉澤　龍,2000.06.02,175,80,右,左,外野手,
オリックス・バファローズ,38,来田　涼斗,2002.10.16,182,88,右,左,外野手,
オリックス・バファローズ,39,池田　陵真,2003.08.24,171,83,右,右,外野手,
オリックス・バファローズ,58,窪田　洋祐,2007.07.31,185,87,右,右,外野手,
オリックス・バファローズ,61,平沼　翔太,1997.08.16,179,83,右,左,外野手,
オリックス・バファローズ,99,杉本　裕太郎,1991.04.05,190,104,右,右,外野手,
